_id,BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address Zip Code,Parcel Address,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Largest Property Type,All Property Types,Site EUI (Energy Use Intensity kBtu/ft2),Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Electricity Usage (kBtu),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Chilled Water Usage (kBtu),District Steam Usage (kBtu),Fuel Oil 1 Usage (kBtu),Fuel Oil 2 Usage (kBtu),Fuel Oil 4 Usage (kBtu),Fuel Oil 5 and 6 Usage (kBtu),Propane Usage (kBtu),Diesel Usage (kBtu),Kerosene Usage (kBtu),Estimated Total GHG Emissions (kgCO2e)
5278,106233,1809396000.0,TOWNHOUSES AT GLENWOOD,18-20 Dacy St,2136.0,2 20 Glenwood Av,2136.0,,,,,,,,,,,,,,,,,,,
5279,106234,1809396000.0,TOWNHOUSES AT GLENWOOD,22-24 Dacy St,2136.0,2 20 Glenwood Av,2136.0,,,,,,,,,,,,,,,,,,,
5280,106235,1809357010.0,TOWNHOUSES AT NEPONSET RIVER,23-25 Grantley St,2136.0,23 35 Grantley St,2136.0,,,,,,,,,,,,,,,,,,,
5281,106236,1809357010.0,TOWNHOUSES AT NEPONSET RIVER,33-35 Grantley St,2136.0,23 35 Grantley St,2136.0,,,,,,,,,,,,,,,,,,,
5282,106244,2101052000.0,TRAMONTOZZI FAMILY ASSOC LLC,1349-1363 Commonwealth Ave,2134.0,1349 1363 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
4284,106245,301680000.0,TRANSATLANTIC LIMITED,151 Merrimac St,2114.0,151 Merrimac St,2114.0,,,,,,,,,,,,,,,,,,,
4285,106247,304390000.0,TREA 99 HIGH STREET LLC,99 High St,2110.0,99 High St,2110.0,,,,,,,,,,,,,,,,,,,
5283,106248,1809455003.0,TREC LLC,1660 Hyde Park Ave,2136.0,1660 Hyde Park Av,2136.0,,,,,,,,,,,,,,,,,,,
4286,106249,702737000.0,TREGONING WILLIAM L TRSTS,71 Von Hillern St,2125.0,71 Von Hillern St,2125.0,,,,,,,,,,,,,,,,,,,
5284,106250,304797000.0,TREMONT COMMONS CORP,131-134 Tremont St,2111.0,134 131 Tremont St,2111.0,,,,,,,,,,,,,,,,,,,
4287,106251,304850000.0,TREMONT ON THE COMMON,151 Tremont St,2111.0,151 162 Tremont St,2111.0,,,,,,,,,,,,,,,,,,,
4288,106252,304702001.0,TREMONT TEMPLE BAPTIST CHURCH,78-88 Tremont St,2108.0,88 78 Tremont St,2108.0,,,,,,,,,,,,,,,,,,,
4289,106253,900789000.0,TREMONT TOWERS CONDO TRUST,492-498 Massachusetts Ave,2118.0,492 498 Massachusetts Av,2118.0,,,,,,,,,,,,,,,,,,,
5285,106255,1704584000.0,TRI CAPITAL DEVELOPMENT LLC MASS LLC,12 Bailey St,2124.0,12 Bailey St,2124.0,,,,,,,,,,,,,,,,,,,
5286,106256,503130000.0,TRIBECA APL BOSTON LLC,815-825 Boylston St,2116.0,815 825 Boylston St,2116.0,,,,,,,,,,,,,,,,,,,
4290,106258,1001629000.0,TRINITY CH HOUSE AGED,135 S Huntington Ave,2199.0,135 S Huntington Av,2199.0,,,,,,,,,,,,,,,,,,,
4291,106260,105402010.0,TRINITY EAST BOSTON TWO LP MASS LPS,113 Sumner St,2128.0,115 123 Sumner St,2128.0,,,,,,,,,,,,,,,,,,,
4292,106261,1800113100.0,TRINITY FOLEY LP MASS LP,249 River St,2126.0,249 River St,2126.0,,,,,,,,,,,,,,,,,,,
4293,106263,1404238200.0,TRINITY FRANKLIN HILL FOUR,61-69 Franklin Hill Ave,2124.0,51 69 Franklin Hill Av,2124.0,,,,,,,,,,,,,,,,,,,
4294,106264,1404238200.0,TRINITY FRANKLIN HILL FOUR,51-59 Franklin Hill Ave,2124.0,51 69 Franklin Hill Av,2124.0,,,,,,,,,,,,,,,,,,,
4295,106265,1404238200.0,TRINITY FRANKLIN HILL FOUR,80-90 Shandon Rd,2124.0,51 69 Franklin Hill Av,2124.0,,,,,,,,,,,,,,,,,,,
4296,106266,1404238200.0,TRINITY FRANKLIN HILL FOUR,60-74 Shandon Rd,2124.0,51 69 Franklin Hill Av,2124.0,,,,,,,,,,,,,,,,,,,
4297,106267,1404238010.0,TRINITY FRANKLIN HILL PHASE,91-99 Shandon Rd,2124.0,99 113 Shandon Rd,2124.0,,,,,,,,,,,,,,,,,,,
4298,106268,1404238010.0,TRINITY FRANKLIN HILL PHASE,101-113 Shandon Rd,2124.0,99 113 Shandon Rd,2124.0,,,,,,,,,,,,,,,,,,,
4299,106271,1704050000.0,TRINITY NEPONSET LLC,4-16 River St,2126.0,4 28 River St,2126.0,,,,,,,,,,,,,,,,,,,
4300,106272,102280010.0,TRINITY ORIENT HEIGHTS,Waldemar Av,2128.0,Waldemar Av,2128.0,,,,,,,,,,,,,,,,,,,
4301,106273,102280040.0,TRINITY ORIENT HEIGHTS PHASE II LP -LESSEE,40 Vallar Rd,2128.0,40 Vallar Rd,2128.0,,,,,,,,,,,,,,,,,,,
4302,106274,401053010.0,TRINITY PLACE CONDOMINIUM TR,1 Huntington Ave,2116.0,1 Huntington Av,2116.0,,,,,,,,,,,,,,,,,,,
4303,106275,1704030000.0,TRINITY RIVER ST LP/MASS LP,84-100 River St,2126.0,84 100 River St,2126.0,,,,,,,,,,,,,,,,,,,
5287,106276,601694000.0,TROLLEY HOUSE CONDOMINIUM TRUST,335-337 W Second St,2127.0,335 337 W Second St,2127.0,,,,,,,,,,,,,,,,,,,
4304,106324,1100706000.0,TRUSTEES OF EMMANUEL COLLEGE,125 Highland St,2119.0,17 Highland Park St,2119.0,,,,,,,,,,,,,,,,,,,
4305,106325,1100706000.0,TRUSTEES OF EMMANUEL COLLEGE,17 Highland Park St,2119.0,17 Highland Park St,2119.0,,,,,,,,,,,,,,,,,,,
4306,106326,2003263000.0,TRUSTEES OF ROXBURY,101 St Theresa Av,2132.0,101 St Theresa Av,2132.0,,,,,,,,,,,,,,,,,,,
4307,106329,1900838000.0,TSANG JANICE,530 Centre St,2130.0,8 4 Robinwood Av,2130.0,,,,,,,,,,,,,,,,,,,
5288,106333,600699010.0,TUDOR COMMONS CONDOMINIUM TRUST,119 Tudor St,2127.0,122 A 124F W Seventh St,2127.0,,,,,,,,,,,,,,,,,,,
5289,106334,600699010.0,TUDOR COMMONS CONDOMINIUM TRUST,125 Tudor St,2127.0,122 A 124F W Seventh St,2127.0,,,,,,,,,,,,,,,,,,,
4308,106335,501604000.0,TUDOR CONDOMINIUM TRUST,34Hf Beacon St,2108.0,34 Hf Beacon St,2108.0,,,,,,,,,,,,,,,,,,,
4309,106336,2102215000.0,TUDOR MANOR CONDOMINIUM TRUST,1714 Commonwealth Ave #1714-1,2135.0,1714 1734 Commonwealth Av,2135.0,,,,,,,,,,,,,,,,,,,
5290,106339,203591000.0,TUDOR WHARF HOTEL RLTY LLC,44 Charles River Ave,2129.0,44 Charles River Av,2129.0,,,,,,,,,,,,,,,,,,,
2136,106342,305367000.0,TUFTS MEDICAL CENTER,25-43 Kneeland St,2111.0,25 43 Kneeland St,2111.0,94846.0,Office,Office ,,,,,,,,,,,,,,,,
4310,106351,1200181000.0,TWELFTH BAPTIST CH INC,160 Warren St,2119.0,150 160A Warren St,2119.0,,,,,,,,,,,,,,,,,,,
4311,106352,1200181000.0,TWELFTH BAPTIST CH INC,150 Warren St,2119.0,150 160A Warren St,2119.0,,,,,,,,,,,,,,,,,,,
5291,106353,2100870000.0,TWELVE 67-1269 COMMONWEALTH,1267-1269 Commonwealth Ave,2134.0,1267 1269 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
5292,106354,703891000.0,TWELVE MOUNT VERNON STREET LLC,620-624 Columbia Rd,2125.0,4 Hamlet St,2125.0,,,,,,,,,,,,,,,,,,,
4312,106355,801435010.0,TWELVE-16 WORCESTER SQ CONDO TR,12 Worcester Sq,2118.0,12 16 Worcester Sq,2118.0,,,,,,,,,,,,,,,,,,,
5293,106358,802262000.0,TWELVE-93-1295 MASSACHUSETTS,304-308 Dudley St,2119.0,304 308 Dudley St,2119.0,,,,,,,,,,,,,,,,,,,
2740,106360,2000086000.0,TWENTY -24 CORINTH RLTY LLC,20-24 Corinth St,2131.0,20 24 Corinth St,2131.0,11000.0,Retail Store,Retail Store ,,,,485868.8,,,,,,,,,,,,
4313,106363,1703655000.0,TWENTY 2 BRANCHFIELD ST,22 Branchfield St,2124.0,22 Branchfield St,2124.0,,,,,,,,,,,,,,,,,,,
5294,106364,2100456000.0,TWENTY 2 PRATT ST LLC,22 Pratt St,2134.0,22 Pratt St,2134.0,,,,,,,,,,,,,,,,,,,
5295,106366,801132010.0,TWENTY 7 WAREHAM ST CONDO TR,27 Wareham St,2118.0,27 Wareham St,2118.0,,,,,,,,,,,,,,,,,,,
4314,106367,2100921000.0,TWENTY 8 QUINT AV CONDO TR,28 Quint Ave,2134.0,28 Quint Av,2134.0,,,,,,,,,,,,,,,,,,,
4315,106368,1101588600.0,TWENTY FIVE SCHOOL STREET IN,2053R Columbus Ave,2119.0,25 School St,2119.0,,,,,,,,,,,,,,,,,,,
5296,106369,300059000.0,TWENTY ONE-23 TEMPLE CONDO,21-23 Temple St,2114.0,21 23 Temple St,2114.0,,,,,,,,,,,,,,,,,,,
4316,106373,602751100.0,TWENTY-5 CHANNEL CTR CONDO,25 Channel Center St,2210.0,25 Channel Center St,2210.0,,,,,,,,,,,,,,,,,,,
4317,106374,1101588100.0,TWENTY-55 COLUMBUS AVENUE LP MASS LPS,2055-2061 Columbus Ave,2119.0,2055 Columbus Av,2119.0,,,,,,,,,,,,,,,,,,,
5297,106381,504196000.0,TWINS REAL ESTATE HOLDINGS LLC,45-47 Lansdowne St,2215.0,45 47 Lansdowne St,2215.0,,,,,,,,,,,,,,,,,,,
5298,106382,504336000.0,TWINS REAL ESTATE HOLDINGS LLC,19-23 Jersey St,2215.0,19 23 Jersey St,2215.0,,,,,,,,,,,,,,,,,,,
5299,106383,504338000.0,TWINS REALTY TRUST,31-37 Jersey St,2215.0,31 37 Jersey St,2215.0,,,,,,,,,,,,,,,,,,,
4318,106385,305336000.0,TWO 10 LINCOLN STREET,210-216 Lincoln St,2111.0,210 216 Lincoln St,2111.0,,,,,,,,,,,,,,,,,,,
5300,106386,2102381000.0,TWO 2 ORKNEY ROAD CONDO TR,22 Orkney Rd,2135.0,22 Orkney Rd,2135.0,,,,,,,,,,,,,,,,,,,
5301,106387,801021050.0,TWO 25 SOUTHAMPTON ST LLC MASS LLC,225 Southampton St,2118.0,225 Southampton St,2118.0,,,,,,,,,,,,,,,,,,,
4319,106389,503368000.0,TWO 2O-222-224 MARLBOROUGH,220-224 Marlborough St,2116.0,220 224 Marlborough St,2116.0,,,,,,,,,,,,,,,,,,,
5302,106393,700007000.0,TWO 37 ALBANY ST INV LLC A MASS LLC,307 Dorchester Ave,2127.0,307 R307 Dorchester Av,2127.0,,,,,,,,,,,,,,,,,,,
4320,106394,503388000.0,TWO 39 COMMONWEALTH AV,239 Commonwealth Ave,2116.0,239 Commonwealth Av,2116.0,,,,,,,,,,,,,,,,,,,
4321,106395,502631000.0,TWO 44 246 BEACON ST CONDO ASSN,244 Beacon St,2116.0,244 246 Beacon St,2116.0,,,,,,,,,,,,,,,,,,,
2742,106397,602752000.0,TWO 49A ST COOPERATIVE CORP,249-257 A St,2210.0,6 Binford St,2210.0,79916.0,Multifamily Housing,Multifamily Housing ,,,,850666.2,,,,,,,,,,,,67287.69642
2743,106399,103667000.0,TWO 66 BORDER LLC MASS LLC,266 Border St,2128.0,266 268 Border St,2128.0,34579.0,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant ,,,,63746.4,,,,,,,,,,,,5042.34024
5303,106400,502640000.0,TWO 74 BEACON ST INC,274 Beacon St,2116.0,274 Beacon St,2116.0,,,,,,,,,,,,,,,,,,,
5304,106402,502666000.0,TWO 79-281 BEACON ST CONDO TR,279-281 Beacon St,2116.0,281 279 Beacon St,2116.0,,,,,,,,,,,,,,,,,,,
4322,106406,503076000.0,TWO 90 COMMONWEALTH AVENUE,290 Commonwealth Ave,2115.0,290 Commonwealth Av,2115.0,,,,,,,,,,,,,,,,,,,
4323,106407,503569000.0,TWO 93 295 COMM AVE CONDO TR,293-295 Commonwealth Ave,2115.0,293 295 Commonwealth Av,2115.0,,,,,,,,,,,,,,,,,,,
4324,106409,502633000.0,TWO FIFTY BEACON,250 Beacon St,2116.0,250 Beacon St,2116.0,,,,,,,,,,,,,,,,,,,
5305,106413,301672000.0,TWO HUNDRED PORTLAND ST LLC,85 Causeway St,2114.0,81 89 Causeway St,2114.0,,,,,,,,,,,,,,,,,,,
5306,106415,2002709000.0,TWO LAGRANGE ST CONDO TR,2 Lagrange St,2132.0,2 Lagrange St,2132.0,,,,,,,,,,,,,,,,,,,
4325,106418,304023000.0,TWO SIXTY FRANKLIN INC,260 Franklin St,2109.0,260 Franklin St,2109.0,,,,,,,,,,,,,,,,,,,
4326,106420,1103654000.0,TWO-16 HYDE PARK AV LPS,2-6 Hyde Park Ave,2130.0,2 Woodlawn St,2130.0,,,,,,,,,,,,,,,,,,,
4327,106421,305473000.0,TWO-31 HARRISON AV LP,231-235 Harrison Ave,2111.0,231 235 Harrison Av,2111.0,,,,,,,,,,,,,,,,,,,
4328,106423,400548010.0,TWO-85 COLUMBUS LOFTS CONDO,285 Columbus Ave #406,2116.0,269 285 Columbus Av,2116.0,,,,,,,,,,,,,,,,,,,
4329,106424,502205000.0,TWO-90 CAMBRIDGE ST LLC MASS LLC,296-302 Cambridge St,2114.0,296 Cambridge St,2114.0,,,,,,,,,,,,,,,,,,,
4330,106426,2101601000.0,TWO29-233 KELTON ST CONDO TR,229A-229 Kelton St,2134.0,229 233 Kelton St,2134.0,,,,,,,,,,,,,,,,,,,
4331,106430,2200942000.0,U STORE IT LP,130 Lincoln St,2135.0,130 Lincoln St,2135.0,,,,,,,,,,,,,,,,,,,
5307,106440,1102971000.0,UKRAINIAN CATH CHURCH,146 Forest Hills St,2130.0,146 Forest Hills St,2130.0,,,,,,,,,,,,,,,,,,,
5308,106441,1102971000.0,UKRAINIAN CATH CHURCH,156 Forest Hills St,2130.0,146 Forest Hills St,2130.0,,,,,,,,,,,,,,,,,,,
2745,106444,304684000.0,UNION CLUB OF BOSTON INC,7-8 Park St,2108.0,8 7 Park St,2108.0,37470.0,Social/Meeting Hall,Social/Meeting Hall ,,,,,,,,,,,,,,,,
5309,106446,400826000.0,UNION METHODIST CHURCH OF,481-485 Columbus Ave,2118.0,W Newton St,2118.0,,,,,,,,,,,,,,,,,,,
5310,106447,2205347000.0,UNION VILLAGE TOWNHOUSE,49 Union St,2135.0,49 Union St,2135.0,,,,,,,,,,,,,,,,,,,
5311,106448,2205347000.0,UNION VILLAGE TOWNHOUSE,55R Union St,2135.0,49 Union St,2135.0,,,,,,,,,,,,,,,,,,,
4332,106477,401425000.0,UNITED COMPANY THE,189-277 Massachusetts Ave,2115.0,189 277 Massachusetts Av,2115.0,,,,,,,,,,,,,,,,,,,
4333,106478,401460000.0,UNITED COMPANY THE,35 Westland Ave,2115.0,Burbank St,2115.0,,,,,,,,,,,,,,,,,,,
5877,106480,302959000.0,UNITED STATES OF AMER,408 Atlantic Ave,2210.0,408 Atlantic Av,2210.0,144039.0,,"Other - Technology/Science , Office , Parking ",,,,,,,,,,,,,,,,
5878,106481,303050000.0,UNITED STATES OF AMER,455 Commercial St,2113.0,466 490 Hanover St,2113.0,262528.0,,,,,,,,,,,,,,,,,,
5879,106482,303050000.0,UNITED STATES OF AMER,427 Commercial St,2113.0,466 490 Hanover St,2113.0,262528.0,,,,,,,,,,,,,,,,,,
5880,106483,303881000.0,UNITED STATES OF AMER,5 Post Office Sq,2109.0,5 Post Office Sq,2109.0,468856.0,,"Other - Technology/Science , Courthouse , Parking ",,,,,,,,,,,,,,,,
5881,106484,1001670000.0,UNITED STATES OF AMER,150-220 S Huntington Ave,2115.0,220 150 S Huntington Av,2115.0,726523.0,,,,,,,,,,,,,,,,,,
5882,106485,1001670000.0,UNITED STATES OF AMER,140 S Huntington Ave,2115.0,220 150 S Huntington Av,2115.0,726523.0,,,,,,,,,,,,,,,,,,
5883,106486,203166000.0,UNITED STATES OF AMERICA,Monument Sq,2129.0,Monument Sq,2129.0,23788.0,,,,,,,,,,,,,,,,,,
5884,106487,203503000.0,UNITED STATES OF AMERICA,1 Constitution Rd,2129.0,93 Chelsea St,2129.0,319509.0,,,,,,,,,,,,,,,,,,
5885,106488,203503000.0,UNITED STATES OF AMERICA,55 Constitution Rd,2129.0,93 Chelsea St,2129.0,319509.0,,,,,,,,,,,,,,,,,,
5886,106489,203503000.0,UNITED STATES OF AMERICA,19 First Ave,2129.0,93 Chelsea St,2129.0,319509.0,,,,,,,,,,,,,,,,,,
5887,106490,203503000.0,UNITED STATES OF AMERICA,22 First Ave,2129.0,93 Chelsea St,2129.0,319509.0,,,,,,,,,,,,,,,,,,
5888,106491,203503000.0,UNITED STATES OF AMERICA,24 Baxter Rd,2129.0,93 Chelsea St,2129.0,319509.0,,,,,,,,,,,,,,,,,,
5889,106492,203503000.0,UNITED STATES OF AMERICA,125 Baxter Rd,2129.0,93 Chelsea St,2129.0,319509.0,,,,,,,,,,,,,,,,,,
5890,106493,203503000.0,UNITED STATES OF AMERICA,265 Third St,2129.0,93 Chelsea St,2129.0,319509.0,,,,,,,,,,,,,,,,,,
5891,106494,203503000.0,UNITED STATES OF AMERICA,23 Second Ave,2129.0,93 Chelsea St,2129.0,319509.0,,,,,,,,,,,,,,,,,,
5892,106495,203503000.0,UNITED STATES OF AMERICA,21 Second Ave,2129.0,93 Chelsea St,2129.0,319509.0,,,,,,,,,,,,,,,,,,
5893,106496,203503000.0,UNITED STATES OF AMERICA,10 Third St,2129.0,93 Chelsea St,2129.0,319509.0,,,,,,,,,,,,,,,,,,
5894,106497,203510800.0,UNITED STATES OF AMERICA,107 Third Ave,2129.0,Third Av,2129.0,61200.0,,,,,,,,,,,,,,,,,,
5895,106498,203595000.0,UNITED STATES OF AMERICA,115 Constitution Rd,2129.0,115 Constitution Rd,2129.0,67080.0,,,,,,,,,,,,,,,,,,
5896,106499,301920000.0,UNITED STATES OF AMERICA,10 Causeway St,2114.0,10 Causeway St,2114.0,749815.0,,"Other - Technology/Science , Courthouse , Parking ",,,,,,,,,,,,,,,,
5897,106500,302605000.0,UNITED STATES OF AMERICA,15 Sudbury St,2114.0,15 55 New Sudbury St,2114.0,853000.0,,"Other - Technology/Science , Courthouse , Parking ",,,,,,,,,,,,,,,,
5898,106501,303044000.0,UNITED STATES OF AMERICA,411-423 Commercial St,2109.0,409 423 Commercial St,2109.0,55426.0,,,,,,,,,,,,,,,,,,
5899,106502,303900000.0,UNITED STATES OF AMERICA,43-45 Devonshire St,2109.0,15 17 State St,2109.0,43758.0,,,,,,,,,,,,,,,,,,
5900,106503,305653000.0,UNITED STATES OF AMERICA,20 Stuart St,2116.0,20 Stuart St,2116.0,214039.0,,,,,,,,,,,,,,,,,,
5901,106504,602671010.0,UNITED STATES OF AMERICA,1 Courthouse Way,2110.0,12 Northern Av,2110.0,1032240.0,,"Other - Technology/Science , Courthouse , Parking ",,,,,,,,,,,,,,,,
5902,106505,602827000.0,UNITED STATES OF AMERICA,481-483 Summer St,2210.0,481 483 Summer St,2210.0,571200.0,,,,,,,,,,,,,,,,,,
5903,106506,1303400020.0,UNITED STATES OF AMERICA,Mt Vernon St,2125.0,Mt Vernon St,2125.0,30000.0,,,,,,,,,,,,,,,,,,
5904,106507,1303420000.0,UNITED STATES OF AMERICA,220 William T Morrissey Blvd,2125.0,Mt Vernon St,2125.0,140183.0,,"Parking , Museum ",,,,,,,,,,,,,,,,
5905,106508,1806445000.0,UNITED STATES OF AMERICA,675 American Legion Hwy,2131.0,American Legion Hw,2131.0,35334.0,,,,,,,,,,,,,,,,,,
5906,106509,2009294000.0,UNITED STATES OF AMERICA,1400 Vfw Pkwy,2132.0,255 Spring St,2132.0,605708.0,,,,,,,,,,,,,,,,,,
5907,106510,305365000.0,UNITED STATES POSTAL SERVICE,25-45 Dorchester Ave,2111.0,25 45 Dorchester Av,2111.0,1493304.0,,,,,,,,,,,,,,,,,,
5908,106511,305365000.0,UNITED STATES POSTAL SERVICE,55 Dorchester Ave,2111.0,25 45 Dorchester Av,2111.0,1493304.0,,,,,,,,,,,,,,,,,,
5909,106512,602760000.0,UNITED STATES POSTAL SERVICE,22 W Service Rd,2127.0,Haul Rd,2127.0,27339.0,,,,,,,,,,,,,,,,,,
5910,106513,1500010000.0,UNITED STATES POSTAL SERVICE,18 Clayton St,2122.0,18 Clayton St,2122.0,25110.0,,,,,,,,,,,,,,,,,,
4334,106514,100915010.0,UNIVERSAL CHURCH INC,63 Moore St,2128.0,63 Moore St,2128.0,,,,,,,,,,,,,,,,,,,
5866,106518,1303448000.0,UNIVERSITY OF MASS BLDG AUTH,160-234 Mount Vernon St,2125.0,160 234 Mt Vernon St,2125.0,285000.0,,,,,,,,,,,,,,,,,,
5867,106519,1303400030.0,UNIVERSITY OF MASSACHUSETTS,100 Wm T Morrissey Bl,2125.0,100 Wm T Morrissey Bl,2125.0,259990.0,,,,,,,,,,,,,,,,,,
5312,106520,1301742001.0,UPHAMS CORNER HEALTH,545 Columbia Rd,2125.0,545 Columbia Rd,2125.0,,,,,,,,,,,,,,,,,,,
4335,106521,1502977000.0,UPHAMS CORNER HEALTH,11-15 Bellevue St,2125.0,413 419 Columbia Rd,2125.0,,,,,,,,,,,,,,,,,,,
4336,106526,400600020.0,URBAN INVESTMENT DEV CO LE,128 Dartmouth St,2116.0,128 Dartmouth St,2116.0,,,,,,,,,,,,,,,,,,,
5911,106527,1001781000.0,US DEPT OF VETERANS AFFAIRS,43-55 Evergreen St,2130.0,43 Evergreen St,2130.0,60735.0,,,,,,,,,,,,,,,,,,
5313,106528,602754010.0,US VI TOWER POINT LLC,27-43 Wormwood St,2127.0,27 43 Wormwood St,2127.0,,,,,,,,,,,,,,,,,,,
4337,106529,1704330002.0,USE LIMITED PARTNERSHIP,1971  1977 Dorchester Av,2124.0,1971 1977 Dorchester Av,2124.0,,,,,,,,,,,,,,,,,,,
5314,106531,1202221010.0,UVA DOUGLAS ESTATES AT,210-224 Humboldt Ave,2121.0,210 224 Humboldt Av,2121.0,,,,,,,,,,,,,,,,,,,
4338,106533,1401171010.0,UW4 LIMITED PARTNERSHIP,324  336 Washington St,2121.0,324 336 Washington St,2121.0,,,,,,,,,,,,,,,,,,,
4339,106534,2002962010.0,VACCA PROPERTY MANAGEMENT  LLC,4945 Washington St,2132.0,4945 Washington St,2132.0,,,,,,,,,,,,,,,,,,,
5315,106535,1301339000.0,VALHALLA INC,767-781 Dudley St,2125.0,767 781 Dudley St,2125.0,,,,,,,,,,,,,,,,,,,
5316,106536,1301339000.0,VALHALLA INC,588 Columbia Rd,2125.0,767 781 Dudley St,2125.0,,,,,,,,,,,,,,,,,,,
4340,106537,2101451000.0,VALUE STORE IT MAHOPAC LLC,1360 Commonwealth Ave,2134.0,1360 Commonwealth Av,2134.0,,,,,,,,,,,,,,,,,,,
4341,106540,2007833020.0,VCH-SC LLC,631A-639 Vfw Pkwy,2132.0,631 Vfw Pw,2132.0,,,,,,,,,,,,,,,,,,,
4342,106542,105383000.0,VELKOR 245 NOMINEE TRUST,245 Sumner St,2128.0,245 Sumner St,2128.0,,,,,,,,,,,,,,,,,,,
5317,106544,1602617000.0,VENEZIA REAL ESTATE LLC MASS LLC,26 R30R Ericsson St,2122.0,26 R30R Ericsson St,2122.0,,,,,,,,,,,,,,,,,,,
4343,106545,303272000.0,VEO DAVID P TS,139-145 Richmond St,2109.0,139 143 Richmond St,2109.0,,,,,,,,,,,,,,,,,,,
4344,106547,301309000.0,VERMONT BUILDING CONDOMINIUM TRUST,6-12 Thacher St,2113.0,53 59 N Margin St,2113.0,,,,,,,,,,,,,,,,,,,
5318,106549,400969000.0,VESPER GEORGE CONDO TR,42-44 Saint Botolph St,2116.0,42 44 St Botolph St,2116.0,,,,,,,,,,,,,,,,,,,
4345,106556,900331000.0,VICTORIA APARTMENTS LIMITED PARTNERSHIP,56 San Juan St,2118.0,Pembroke St,2118.0,,,,,,,,,,,,,,,,,,,
5319,106568,1600428000.0,VICTORY EQUITY INVESTMENT LLC,5-15 Victory Rd,2122.0,5 15 Victory Rd,2122.0,,,,,,,,,,,,,,,,,,,
5320,106573,1811893010.0,VILLAGE AT CLEARY SQUARE TR,21 Business Ter,2136.0,54 -64A Business St,2136.0,,,,,,,,,,,,,,,,,,,
5321,106574,1811893010.0,VILLAGE AT CLEARY SQUARE TR,37-41 Barry St,2136.0,54 -64A Business St,2136.0,,,,,,,,,,,,,,,,,,,
5322,106575,1811893010.0,VILLAGE AT CLEARY SQUARE TR,56 Business St,2136.0,54 -64A Business St,2136.0,,,,,,,,,,,,,,,,,,,
5323,106576,1811893010.0,VILLAGE AT CLEARY SQUARE TR,60 Business St,2136.0,54 -64A Business St,2136.0,,,,,,,,,,,,,,,,,,,
5324,106577,1811893010.0,VILLAGE AT CLEARY SQUARE TR,54A Business St,2136.0,54 -64A Business St,2136.0,,,,,,,,,,,,,,,,,,,
5325,106578,1811893010.0,VILLAGE AT CLEARY SQUARE TR,56A Business St,2136.0,54 -64A Business St,2136.0,,,,,,,,,,,,,,,,,,,
5326,106579,1811893010.0,VILLAGE AT CLEARY SQUARE TR,60A Business St,2136.0,54 -64A Business St,2136.0,,,,,,,,,,,,,,,,,,,
5327,106580,1811893010.0,VILLAGE AT CLEARY SQUARE TR,62A Business St,2136.0,54 -64A Business St,2136.0,,,,,,,,,,,,,,,,,,,
5328,106581,1811893010.0,VILLAGE AT CLEARY SQUARE TR,64A Business St,2136.0,54 -64A Business St,2136.0,,,,,,,,,,,,,,,,,,,
5329,106582,1811893010.0,VILLAGE AT CLEARY SQUARE TR,14 Business Ter,2136.0,54 -64A Business St,2136.0,,,,,,,,,,,,,,,,,,,
5330,106583,1811893010.0,VILLAGE AT CLEARY SQUARE TR,54 Business St,2136.0,54 -64A Business St,2136.0,,,,,,,,,,,,,,,,,,,
5331,106584,1811893010.0,VILLAGE AT CLEARY SQUARE TR,62 Business St,2136.0,54 -64A Business St,2136.0,,,,,,,,,,,,,,,,,,,
5332,106585,1811893010.0,VILLAGE AT CLEARY SQUARE TR,64 Business St,2136.0,54 -64A Business St,2136.0,,,,,,,,,,,,,,,,,,,
5333,106586,1811893010.0,VILLAGE AT CLEARY SQUARE TR,17 Business Ter,2136.0,54 -64A Business St,2136.0,,,,,,,,,,,,,,,,,,,
5334,106587,1811893010.0,VILLAGE AT CLEARY SQUARE TR,25 Business Ter,2136.0,54 -64A Business St,2136.0,,,,,,,,,,,,,,,,,,,
5335,106588,1811893010.0,VILLAGE AT CLEARY SQUARE TR,29 Business Ter,2136.0,54 -64A Business St,2136.0,,,,,,,,,,,,,,,,,,,
4346,106589,2011737000.0,VILLAGE GROVE CONDO ASSN INC,287-321 Grove St,2132.0,287 321 Grove St,2132.0,,,,,,,,,,,,,,,,,,,
4347,106590,2011737000.0,VILLAGE GROVE CONDO ASSN INC,287 Grove St,2132.0,287 321 Grove St,2132.0,,,,,,,,,,,,,,,,,,,
4348,106591,2011737000.0,VILLAGE GROVE CONDO ASSN INC,311 Grove St #13,2132.0,287 321 Grove St,2132.0,,,,,,,,,,,,,,,,,,,
5336,106595,502624000.0,VIOLA FRANK L TRST,228-230 Beacon St,2116.0,228 230 Beacon St,2116.0,,,,,,,,,,,,,,,,,,,
