BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address City,Building Address Zip Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,"
Reported Gross Floor Area (Sq Ft)","
Reported Enclosed Parking Area (Sq Ft) ",Largest Property Type,All Property Types,Site EUI (Energy Use Intensity kBtu/ft²),"
Energy Star Score",Total Site Energy Usage (kBtu),"
Natural Gas Usage (kBtu)","
Electricity Usage (kBtu)","
Renewable System Electricity Usage Onsite (kBtu)","
District Hot Water Usage (kBtu)","
District Chilled Water Usage (kBtu)","
District Steam Usage (kBtu)","
Fuel Oil 1 Usage (kBtu)","
Fuel Oil 2 Usage (kBtu)","
Fuel Oil 4 Usage (kBtu)","
Fuel Oil 5 and 6 Usage (kBtu)","
Propane Usage (kBtu)","
Diesel Usage (kBtu)","
Kerosene Usage (kBtu)","
Water Usage Intensity (Gallons/ft²)",Compliance Status,BERDO Report Status,Estimated Total GHG Emissions (kgCO2e),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (PPA),Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Cooresponding Campus ID ,Notes
106272,0102280010,TRINITY ORIENT HEIGHTS,waldemar av,boston,02128,waldemar av,boston,02128,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106273,0102280040,TRINITY ORIENT HEIGHTS PHASE II LP -LESSEE,40 vallar rd,boston,02128,40 vallar rd,boston,02128,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106274,0401053010,TRINITY PLACE CONDOMINIUM TR,1 huntington ave,boston,02116,1 huntington av,boston,02116,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106275,1704030000,TRINITY RIVER ST LP/MASS LP,84-100 river st,boston,02126,84 100 river st,boston,02126,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106324,1100706000,TRUSTEES OF EMMANUEL COLLEGE,125 highland st,boston,02119,17 highland park st,boston,02119,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106325,1100706000,TRUSTEES OF EMMANUEL COLLEGE,17 highland park st,boston,02119,17 highland park st,boston,02119,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106326,2003263000,TRUSTEES OF ROXBURY,101 st theresa av,boston,02132,101 st theresa av,boston,02132,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106329,1900838000,TSANG JANICE,530 centre st,boston,02130,8 4 robinwood av,boston,02130,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106335,0501604000,TUDOR CONDOMINIUM TRUST,34hf beacon st,boston,02108,34 hf beacon st,boston,02108,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106336,2102215000,TUDOR MANOR CONDOMINIUM TRUST,1714 commonwealth ave #1714-1,boston,02135,1714 1734 commonwealth av,boston,02135,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106351,1200181000,TWELFTH BAPTIST CH INC,160 warren st,boston,02119,150 160a warren st,boston,02119,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106352,1200181000,TWELFTH BAPTIST CH INC,150 warren st,boston,02119,150 160a warren st,boston,02119,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106355,0801435010,TWELVE-16 WORCESTER SQ CONDO TR,12 worcester sq,boston,02118,12 16 worcester sq,boston,02118,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106363,1703655000,TWENTY 2 BRANCHFIELD ST,22 branchfield st,boston,02124,22 branchfield st,boston,02124,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106367,2100921000,TWENTY 8 QUINT AV CONDO TR,28 quint ave,boston,02134,28 quint av,boston,02134,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106368,1101588600,TWENTY FIVE SCHOOL STREET IN,2053r columbus ave,boston,02119,25 school st,boston,02119,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106373,0602751100,TWENTY-5 CHANNEL CTR CONDO,25 channel center st,boston,02210,25 channel center st,boston,02210,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106374,1101588100,TWENTY-55 COLUMBUS AVENUE LP MASS LPS,2055-2061 columbus ave,boston,02119,2055 columbus av,boston,02119,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106385,0305336000,TWO 10 LINCOLN STREET,210-216 lincoln st,boston,02111,210 216 lincoln st,boston,02111,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106389,0503368000,TWO 2O-222-224 MARLBOROUGH,220-224 marlborough st,boston,02116,220 224 marlborough st,boston,02116,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106394,0503388000,TWO 39 COMMONWEALTH AV,239 commonwealth ave,boston,02116,239 commonwealth av,boston,02116,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106395,0502631000,TWO 44 246 BEACON ST CONDO ASSN,244 beacon st,boston,02116,244 246 beacon st,boston,02116,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106406,0503076000,TWO 90 COMMONWEALTH AVENUE,290 commonwealth ave,boston,02115,290 commonwealth av,boston,02115,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106407,0503569000,TWO 93 295 COMM AVE CONDO TR,293-295 commonwealth ave,boston,02115,293 295 commonwealth av,boston,02115,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106409,0502633000,TWO FIFTY BEACON,250 beacon st,boston,02116,250 beacon st,boston,02116,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106418,0304023000,TWO SIXTY FRANKLIN INC,260 franklin st,boston,02109,260 franklin st,boston,02109,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106420,1103654000,TWO-16 HYDE PARK AV LPS,2-6 hyde park ave,boston,02130,2 woodlawn st,boston,02130,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106421,0305473000,TWO-31 HARRISON AV LP,231-235 harrison ave,boston,02111,231 235 harrison av,boston,02111,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106423,0400548010,TWO-85 COLUMBUS LOFTS CONDO,285 columbus ave #406,boston,02116,269 285 columbus av,boston,02116,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106424,0502205000,TWO-90 CAMBRIDGE ST LLC MASS LLC,296-302 cambridge st,boston,02114,296 cambridge st,boston,02114,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106426,2101601000,TWO29-233 KELTON ST CONDO TR,229a-229 kelton st,boston,02134,229 233 kelton st,boston,02134,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106430,2200942000,U STORE IT LP,130 lincoln st,boston,02135,130 lincoln st,boston,02135,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106477,0401425000,UNITED COMPANY THE,189-277 massachusetts ave,boston,02115,189 277 massachusetts av,boston,02115,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106478,0401460000,UNITED COMPANY THE,35 westland ave,boston,02115,burbank st,boston,02115,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106514,0100915010,UNIVERSAL CHURCH INC,63 moore st,boston,02128,63 moore st,boston,02128,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106521,1502977000,UPHAMS CORNER HEALTH,11-15 bellevue st,boston,02125,413 419 columbia rd,boston,02125,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106526,0400600020,URBAN INVESTMENT DEV CO LE,128 dartmouth st,boston,02116,128 dartmouth st,boston,02116,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106529,1704330002,USE LIMITED PARTNERSHIP,1971  1977 dorchester av,boston,02124,1971 1977 dorchester av,boston,02124,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106533,1401171010,UW4 LIMITED PARTNERSHIP,324  336 washington st,boston,02121,324 336 washington st,boston,02121,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106534,2002962010,VACCA PROPERTY MANAGEMENT  LLC,4945 washington st,boston,02132,4945 washington st,boston,02132,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106537,2101451000,VALUE STORE IT MAHOPAC LLC,1360 commonwealth ave,boston,02134,1360 commonwealth av,boston,02134,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106540,2007833020,VCH-SC LLC,631a-639 vfw pkwy,boston,02132,631 vfw pw,boston,02132,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106542,0105383000,VELKOR 245 NOMINEE TRUST,245 sumner st,boston,02128,245 sumner st,boston,02128,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106545,0303272000,VEO DAVID P TS,139-145 richmond st,boston,02109,139 143 richmond st,boston,02109,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106547,0301309000,VERMONT BUILDING CONDOMINIUM TRUST,6-12 thacher st,boston,02113,53 59 n margin st,boston,02113,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106556,0900331000,VICTORIA APARTMENTS LIMITED PARTNERSHIP,56 san juan st,boston,02118,pembroke st,boston,02118,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106589,2011737000,VILLAGE GROVE CONDO ASSN INC,287-321 grove st,boston,02132,287 321 grove st,boston,02132,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106590,2011737000,VILLAGE GROVE CONDO ASSN INC,287 grove st,boston,02132,287 321 grove st,boston,02132,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106591,2011737000,VILLAGE GROVE CONDO ASSN INC,311 grove st #13,boston,02132,287 321 grove st,boston,02132,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106604,0504214000,WAIT STREET ASSOCIATES,1-5 peterborough st,boston,02215,1 5 peterborough st,boston,02215,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106610,0401409000,WALDORF ASSOCIATES LLC,41-43 edgerly rd,boston,02115,41 43 edgerly rd,boston,02115,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106616,1101913000,WALNUT HOUSING LLC,241 walnut ave,boston,02119,241 walnut av,boston,02119,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106618,0303515000,WALSH JAMES H III TS,210-218 commercial st,boston,02109,210 218 commercial st,boston,02109,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106620,0601776010,WALTER J MARTIN S J MASS LPS,189-191 f st,boston,02127,189 191 f st,boston,02127,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106621,0601776010,WALTER J MARTIN S J MASS LPS,375 w second st,boston,02127,189 191 f st,boston,02127,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106622,0601776010,WALTER J MARTIN S J MASS LPS,415-417 w second st,boston,02127,189 191 f st,boston,02127,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106623,0601776010,WALTER J MARTIN S J MASS LPS,278 bolton st,boston,02127,189 191 f st,boston,02127,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106624,0601776010,WALTER J MARTIN S J MASS LPS,276 bolton st,boston,02127,189 191 f st,boston,02127,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106625,0601776010,WALTER J MARTIN S J MASS LPS,274 bolton st,boston,02127,189 191 f st,boston,02127,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106626,0601776010,WALTER J MARTIN S J MASS LPS,282 bolton st,boston,02127,189 191 f st,boston,02127,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106627,0601776010,WALTER J MARTIN S J MASS LPS,284 bolton st,boston,02127,189 191 f st,boston,02127,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106628,0601776010,WALTER J MARTIN S J MASS LPS,286 bolton st,boston,02127,189 191 f st,boston,02127,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106629,0601776010,WALTER J MARTIN S J MASS LPS,401 w second st,boston,02127,189 191 f st,boston,02127,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106630,0601776010,WALTER J MARTIN S J MASS LPS,411-413 w second st,boston,02127,189 191 f st,boston,02127,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106631,0601776010,WALTER J MARTIN S J MASS LPS,421 w second st,boston,02127,189 191 f st,boston,02127,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106632,0601776010,WALTER J MARTIN S J MASS LPS,391 w second st,boston,02127,189 191 f st,boston,02127,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106633,0601776010,WALTER J MARTIN S J MASS LPS,268 bolton st,boston,02127,189 191 f st,boston,02127,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106634,0601776010,WALTER J MARTIN S J MASS LPS,272 bolton st,boston,02127,189 191 f st,boston,02127,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106635,0601776010,WALTER J MARTIN S J MASS LPS,288 bolton st,boston,02127,189 191 f st,boston,02127,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106636,0601776010,WALTER J MARTIN S J MASS LPS,290 bolton st,boston,02127,189 191 f st,boston,02127,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106640,0203596100,WARREN GREEN LEASEHOLD CONDO,21  35 warren st,boston,02129,21 35 warren st,boston,02129,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106643,1806017110,WASHINGTON BEECH,4560-4578 washington st,boston,02131,4560 washington st,boston,02131,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106644,1806017010,WASHINGTON BEECH REVIT,4570-4584 washington st,boston,02131,4570 4584 washington st,boston,02131,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106645,1806017010,WASHINGTON BEECH REVIT,80-98 beechland cir,boston,02131,4570 4584 washington st,boston,02131,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106646,1806017010,WASHINGTON BEECH REVIT,100-114 beechland cir,boston,02131,4570 4584 washington st,boston,02131,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106647,1806017010,WASHINGTON BEECH REVIT,116-124 beechland cir,boston,02131,4570 4584 washington st,boston,02131,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106648,1806017010,WASHINGTON BEECH REVIT,126-142 beechland cir,boston,02131,4570 4584 washington st,boston,02131,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106649,1806017010,WASHINGTON BEECH REVIT,1-15 beechland cir,boston,02131,4570 4584 washington st,boston,02131,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106650,1806017010,WASHINGTON BEECH REVIT,150-164 beechland cir,boston,02131,4570 4584 washington st,boston,02131,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106651,1806017030,WASHINGTON BEECH REVIT,41-61 beechland cir,boston,02131,41 61 beechland ci,boston,02131,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106652,1806017030,WASHINGTON BEECH REVIT,2-26 unity way,boston,02131,41 61 beechland ci,boston,02131,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106653,1806017120,WASHINGTON BEECH REVIT,1-9 beram ave,boston,02131,381 395 beech st,boston,02131,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106654,1806017120,WASHINGTON BEECH REVIT,381-395 beech st,boston,02131,381 395 beech st,boston,02131,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106655,1806017140,WASHINGTON BEECH REVIT,20-28 beechland cir,boston,02131,20 36 beechland ci,boston,02131,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106656,1806017140,WASHINGTON BEECH REVIT,30-36 beechland cir,boston,02131,20 36 beechland ci,boston,02131,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106657,1806017140,WASHINGTON BEECH REVIT,31-39 beram ave,boston,02131,20 36 beechland ci,boston,02131,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106658,1806017140,WASHINGTON BEECH REVIT,1-13 mercedes vw,boston,02131,20 36 beechland ci,boston,02131,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106663,2204131000,WASHINGTON CONDO TR,461 washington st,boston,02135,461 washington st,boston,02135,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106671,0203927000,WASHINGTON SQ CONDOMINIUM,30 washington st,boston,02129,36 30 washington st,boston,02129,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106672,2101724000,WASHINGTON SQUARE CONDO TR,309-319 allston st,boston,02135,309 319 allston st,boston,02135,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106675,1103762000,WASHINGTONIAN COURT CONDO TR,31a-31c morton st,boston,02130,29 41 morton st,boston,02130,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106676,1103762000,WASHINGTONIAN COURT CONDO TR,37a morton st,boston,02130,29 41 morton st,boston,02130,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106677,1103762000,WASHINGTONIAN COURT CONDO TR,39a morton st,boston,02130,29 41 morton st,boston,02130,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106678,1103762000,WASHINGTONIAN COURT CONDO TR,41 morton st,boston,02130,29 41 morton st,boston,02130,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106679,2101844000,WASHOW LPS MASS LPS,127 washington st,boston,02135,127 135 washington st,boston,02135,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106689,2200650000,WAVERLY ARMS CONDO TR,26 waverly st,boston,02135,26 waverly st,boston,02135,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106717,0600185000,WEST BLOCK LLC,20 w fifth st,boston,02127,20 w fifth st,boston,02127,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106719,0400680000,WEST CANTON CONDOMINIUM TR,227-233 w canton st,boston,02116,227 233 w canton st,boston,02116,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106724,0600711010,WEST SIDE CONDO TRUST,120 w seventh st,boston,02127,120 w seventh st,boston,02127,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106732,1101638000,WESTMINSTERWASHINGTONLIHTC LLC,3012 washington st,boston,02119,3012 washington st,boston,02119,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106733,2200551000,WESTNGHSE BRDCSTNG CO INC,1170 soldiers field rd,boston,02134,1170 soldiers field rd,boston,02134,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106738,0303549000,WHARF REALTY TRUST,81-85 atlantic ave,boston,02110,79 85 atlantic av,boston,02110,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106739,1101189000,WHITE ROCK WATERMARK LLC MASS LLC,1703-1705 columbus ave,boston,02119,1705 columbus av,boston,02119,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106754,0306010010,WILKES PASSAGE LOFTS,1293-1317 washington st,boston,02118,1293 1317 washington st,boston,02118,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106766,0304781000,WINTER EIGHT ASSOCIATES LLC MASS LLC,8 winter st,boston,02108,8 10 winter st,boston,02108,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106769,0304430000,WONG FAMILY BENEVOLENT,70-72 beach st,boston,02111,72 70 beach st,boston,02111,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106789,2101674000,YORK TERRACE CONDO TR,11 vinal st,boston,02134,5 11 vinal st,boston,02134,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106795,0401642000,ZEENA REALTY LLC,132-136 hemenway st,boston,02115,136 132 hemenway st,boston,02115,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106796,0401670000,ZEENA REALTY LLC,97 saint stephen st,boston,02115,97 st stephen st,boston,02115,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106807,1700075000,NOR-AL HOUSING ASSOCIATES,18 algonquin st,boston,02124,18 algonquin st,boston,02124,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106812,1400783000,GROVE HALL APARTMENTS LLC MASS LLC,35 washington st,boston,02121,35 washington st,boston,02121,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106814,1202424000,SONOMA MAPLE SCHUYLER LLC MASS LLC,1 4 maple ct,boston,02121,1 4 maple ct,boston,02121,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106815,1202480000,SONOMA MAPLE SCHUYLER LLC MASS LLC,25 29 schuyler st,boston,02121,25 29 schuyler st,boston,02121,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106822,2202645000,BOSTON REHAB ASSOC GP,181 parsons st,boston,02135,181 parsons st,boston,02135,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106829,0302700104,BULFINCH WPB1 OWNER LLC,110 sudbury st,boston,02114,110 sudbury st,boston,02114,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106830,0500478003,BOSTON HOUSING AUTH,440 tremont street,boston,02116,,,,37296,,,Multifamily Housing ,90.7,,3381520.7,2451000.1,930520.6,,,,,,,,,,,,55.21,Not Submitted,1 - No Data Reported,203777,No,No,No,Maybe,No,No,,Boston Housing Authority's BERDO submission has not yet been third-party verified due to a portfolio-wide issue with natural gas data. Boston Housing Authority and National Grid are actively resolving the issue. Updated submission data will be shared as soon as data verification is complete.
106831,2101849000,BOSTON HOUSING AUTH,2 4 fidelis way,boston,02135,2 4 fidelis wa,boston,02135,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,No,No,No,Maybe,No,No,,Boston Housing Authority's BERDO submission has not yet been third-party verified due to a portfolio-wide issue with natural gas data. Boston Housing Authority and National Grid are actively resolving the issue. Updated submission data will be shared as soon as data verification is complete.
106832,2101847000,BOSTON HOUSING AUTH,14 fidelis way ,boston,02135,12 fidelis wy,boston,02135,,,,Multifamily Housing ,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,No,No,No,Maybe,No,No,,Boston Housing Authority's BERDO submission has not yet been third-party verified due to a portfolio-wide issue with natural gas data. Boston Housing Authority and National Grid are actively resolving the issue. Updated submission data will be shared as soon as data verification is complete.
106833,2101848000,BOSTON HOUSING AUTH,"6 fidelis way
",boston,02135,6 8 fidelis wa,boston,02135,,,,Multifamily Housing ,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,No,No,No,Maybe,No,No,,Boston Housing Authority's BERDO submission has not yet been third-party verified due to a portfolio-wide issue with natural gas data. Boston Housing Authority and National Grid are actively resolving the issue. Updated submission data will be shared as soon as data verification is complete.
106834,2101846000,BOSTON HOUSING AUTH,16 fidelis way,boston,02135,16 fidelis wy,boston,02135,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,No,No,No,Maybe,No,No,,Boston Housing Authority's BERDO submission has not yet been third-party verified due to a portfolio-wide issue with natural gas data. Boston Housing Authority and National Grid are actively resolving the issue. Updated submission data will be shared as soon as data verification is complete.
106836,0105408000,GEGC 2 NEW STREET LLC,"10 new street
",boston,02128,new st,boston,02128,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106837,0300445010,DONT LOOK BACK LLC (LESSEE),215 charles street,boston,02114,215 239 charles st,boston,02114,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106910,1600672000,CITY OF BOSTON,bispham st,boston,02122,bispham st,boston,02122,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106929,0100524000,CITY OF BOSTON,boardman st,boston,02128,boardman st,boston,02128,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
106941,2203357000,CITY OF BOSTON,419 faneuil st,boston,02135,419 faneuil st,boston,02135,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,This building is under construction
107045,2101551000,COMMONWEALTH MANOR LP MASS LP,1238 commonwealth av,boston,02090,1238 commonwealth av,boston,02090,,,,,,,,,,,,,,,,,,,,,,Not Submitted,1 - No Data Reported,,,,,,,,,
