BERDO ID,Tax Parcel ID,Property Owner Name,Building Address ,Building Address City,Building Address Zip Code,Parcel Address ,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types,Site EUI (Energy Use Intensity kBtu/ft2),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Electricity Usage (kBtu),"Renewable System Electricity Usage Onsite (kBtu)
",District Hot Water Usage (kBtu),District Chilled Water Usage (kBtu),District Steam Usage (kBtu),Fuel Oil 1 Usage (kBtu),Fuel Oil 2 Usage (kBtu),Fuel Oil 4 Usage (kBtu),Fuel Oil 5 and 6 Usage (kBtu),Propane Usage (kBtu),Diesel Usage (kBtu),Kerosene Usage (kBtu),Water Usage Intensity (Gallons/ft²),Compliance Status,BERDO Reporting Status,Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (PPA) ,Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Cooresponding Campus ID,Notes,
104871,2101526000,one 318 commonwealth avenue,1318 commonwealth ave,boston,02134,1318 commonwealth av,boston,02134,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104872,2101050000,one 325 commonwealth avenue,1325 commonwealth ave,boston,02134,1325 commonwealth av,boston,02134,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104874,0501339000,one 37 newbury worldwide,137-141a newbury st,boston,02116,137 141a newbury st,boston,02116,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104875,2102543000,one 37-141 chiswick condo tr,137-141 chiswick rd,boston,02135,137  141 chiswick rd,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104877,2101413000,one 412 comm av condo tr,1412 commonwealth ave,boston,02135,1412 commonwealth av,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104884,2102212000,one 738-1742 commonwealth,1742 commonwealth ave,boston,02135,1742  1736 commonwealth av,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104885,2102207000,one 754-1762 commonwealth,1754 commonwealth ave,boston,02135,1762  1754 commonwealth av,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104889,0502658000,one 99 marlborough condo tr,199 marlborough st,boston,02116,199 marlborough st,boston,02116,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104890,0500693000,one appleton llc,439-441 tremont st,boston,02116,439  441 tremont st,boston,02116,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104897,0501382000,one eighty commonwealth ave,180-182 commonwealth ave,boston,02116,180 commonwealth av,boston,02116,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104898,0305344100,one eleven beach street loft,109-119 beach st,boston,02111,109  119 beach st,boston,02111,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104907,0502532000,one hundred one chestnut,101 chestnut st,boston,02108,101 chestnut st,boston,02108,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104909,2101912000,one hundred washington condo,108 washington st,boston,02135,108  100 washington st,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104926,0801038000,one-20 southampton rlty llc mass llc,120 southampton st,boston,02118,130  120 southampton st,boston,02118,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104928,1602331010,one-35 neponset av condo tr,135 neponset ave,boston,02122,135 neponset av,boston,02122,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104937,0700281000,one11 w eighth street,111 w eighth st,boston,02127,111 w eighth st,boston,02127,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104938,0302370000,one15 salem st condo tr,115-117 salem st,boston,02113,115 salem st,boston,02113,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104940,2102094000,one686 commonwealth realty llc,1686 commonwealth ave,boston,02135,1686 commonwealth av,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104960,1811886000,ozdemir sefer ts,161 reservation rd,boston,02136,161 reservation rd,boston,02136,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104962,1811887000,ozdemir sefer ts,100-104 business st,boston,02136,100  104 business st,boston,02136,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104979,1101681000,pangaea holdings lp a mass lp,72-76 walnut park,boston,02119,72  76 walnut pk,boston,02119,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104980,0600822000,paraclete foundation inc,207-209 e st,boston,02127,207  209 e st,boston,02127,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104992,0106313000,paris village llc,191 paris st,boston,02128,191 paris st,boston,02128,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104993,2001651000,parish emanuel w r,21 stratford st,boston,02132,clement av,boston,02132,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104994,1605351000,parish of all saints,211 ashmont st,boston,02124,211 ashmont st,boston,02124,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
104995,1809134000,parish of christ church,1220 river st,boston,02136,1220 river st,boston,02136,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105001,0504253000,park drive condominium tr,65 park dr,boston,02215,63  69 park dr,boston,02215,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105003,2100026000,park drive inc,219 park dr,boston,02215,219  223 park dr,boston,02215,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105005,0101399100,park place condo tr,10-12 leverett ave,boston,02128,20  10 leverett av,boston,02128,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105006,0101399100,park place condo tr,14-16 leverett ave,boston,02128,20  10 leverett av,boston,02128,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105007,0101399100,park place condo tr,18-20 leverett ave,boston,02128,20  10 leverett av,boston,02128,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105008,2100885000,park place condo tr,25 park vale ave,boston,02134,25 park vale av,boston,02134,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105010,2100885000,park place condo tr,37 park vale ave,boston,02134,25 park vale av,boston,02134,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105012,2009216001,park place condominium tr,1210 vfw pkwy,boston,02132,1210  1218 vfw pw,boston,02132,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105013,2009216001,park place condominium tr,1218 vfw pkwy,boston,02132,1210  1218 vfw pw,boston,02132,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105016,0502541000,park street kids inc,63-69 brimmer st,boston,02108,122  118 chestnut st,boston,02108,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105024,2101467000,parkview properties llc,130 brainerd rd,boston,02134,130 brainerd rd,boston,02134,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105025,2009158010,parkway property holdings  llc,1190 vfw pkwy,boston,02132,1190 vfw pw,boston,02132,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105028,0301598000,pasquale family limited,113-117 causeway st,boston,02114,261  269 friend st,boston,02114,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105029,0302321000,paul revere condo assn inc,57-63 prince st,boston,02113,61 prince st,boston,02113,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105039,0801029000,perry 33 bradston street llc,33 bradston st,boston,02118,33 bradston st,boston,02118,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105049,2100749000,peterson russell l trsts,1125 commonwealth ave,boston,02134,1125 commonwealth av,boston,02134,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105057,0502063000,phillips court condo tr,68-70 phillips st,boston,02114,68  70 phillips st,boston,02114,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105058,0201838000,phoebe m hoyt 2001 revocable trust,62-68 alford st,boston,02129,62  68 alford st,boston,02129,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105062,0703893000,pierce  property,592-598 columbia rd,boston,02125,598  592 columbia rd,boston,02125,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105063,1502459000,pierce estates condo trust,68 bird st,boston,02125,68 bird st,boston,02125,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105074,1300414000,pizzano saverio,174-178a blue hill ave,boston,02119,174 178a blue hill av,boston,02119,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105096,1812142000,pleasant ruscito llc,1580 river st,boston,02136,1582 river st,boston,02136,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105129,1302364045,pob cc 75 morrissey llc,75-77 william t morrissey blvd,boston,02127,75  77 wm t morrissey bl,boston,02127,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105150,1901946000,pondview condominium tr,18 pond st,boston,02130,18 pond st,boston,02130,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105158,1602617005,port norfolk development llc,12 ericsson st,boston,02122,12 ericsson st,boston,02122,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105199,1600517100,price realty lps mass lps,50b park st,boston,02122,50 park st,boston,02122,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105210,1400750000,prince hall community corp,30 washington st,boston,02121,30 washington st,boston,02121,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105211,1400749000,prince hall masonic,18-24 washington st,boston,02121,24 washington st,boston,02121,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105213,0301437000,prince st condominium tr,152-154 prince st,boston,02113,152  158 prince st,boston,02113,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105224,0402291000,qmg huntington limited,252 huntington ave,boston,02115,258 huntington av,boston,02115,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105225,0504290000,queensberry condo tr,107 jersey st,boston,02215,107  111 jersey st,boston,02215,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105228,0504245000,queensbury pl condo tr,31 queensberry st,boston,02215,31  35 queensberry st,boston,02215,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105230,1200966000,quincy-geneva iv housing,2 savin st,boston,02119,2 savin st,boston,02119,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105247,0501867000,rand & thelma holland,78-80 myrtle st,boston,02114,80  78 myrtle st,boston,02114,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105249,2101540000,randall donn a ts,12-16 griggs st,boston,02134,16  12 griggs st,boston,02134,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105264,2101596000,redmont real estate llc mass llc,1086 commonwealth ave,boston,02134,1086 commonwealth av,boston,02134,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105274,2102467000,reservoir gardens condo tr,1982-1986 commonwealth ave,boston,02135,1992  1982 commonwealth av,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105276,2102467000,reservoir gardens condo tr,1988-1992 commonwealth ave,boston,02135,1992  1982 commonwealth av,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105280,2102463000,reservoir park condo tr,2012-2016 commonwealth ave,boston,02135,2016  2012 commonwealth av,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105291,1103719020,residences at forest hills,3686 washington st,boston,02130,3694 washington st,boston,02130,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105301,0801022055,ret limited partnership,48-50 newmarket sq,boston,02118,50  48 newmarket sq,boston,02118,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105304,0300618000,rev msgr george carlson,60 william cardinal o'connell way,boston,02114,60 wm card oconnell wy,boston,02114,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105305,0401702000,reynolds realty llc,327 huntington ave,boston,02115,327 huntington av,boston,02115,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105306,0401703000,reynolds realty llc,331 huntington ave,boston,02115,331 huntington av,boston,02115,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105307,0401704000,reynolds realty llc,331-335 huntington ave,boston,02115,335 huntington av,boston,02115,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105311,1603317000,richards condominium tr,80 beaumont st,boston,02124,80 beaumont st,boston,02124,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105323,2101882000,ridgemont condominium tr,2 larose pl,boston,02135,2 larose pl,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105336,1202281000,rist wendy ts,97-99 elm hill ave,boston,02121,97  99 elm hill av,boston,02121,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105337,1301786000,rist wendy ts,27-31 bakersfield st,boston,02125,27  37 bakersfield st,boston,02125,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105338,1301786000,rist wendy ts,33-37 bakersfield st,boston,02125,27  37 bakersfield st,boston,02125,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105340,1812146002,river st 1520 llc,1520 river st,boston,02136,1520 river st,boston,02136,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105342,1800008000,riverbank realty llc,442 river st,boston,02126,442 river st,boston,02126,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105348,1600656000,rochambeau condo assn,60 gibson st,boston,02122,60 gibson st,boston,02122,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105349,1600656000,rochambeau condo assn,60r gibson st,boston,02122,60 gibson st,boston,02122,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105350,2006567000,roche bros supermarkets llc a mass llc,1931 centre st,boston,02132,1931  1943 centre st,boston,02132,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105363,1500044000,roman cath arch boston,23 leonard st,boston,02122,15 leonard st,boston,02122,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105380,0106788000,roman cath arch of bos,303 paris st,boston,02128,303 paris st,boston,02128,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105382,0303239000,roman cath arch of bos,9 moon st,boston,02113,9 moon st,boston,02113,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105386,1601281000,roman cath arch of bos,1725-1729 dorchester ave,boston,02124,dorchester av,boston,02124,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105387,1601296000,roman cath arch of bos,197 centre st,boston,02124,197 centre st,boston,02124,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105388,1601296000,roman cath arch of bos,18 samoset st,boston,02124,197 centre st,boston,02124,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105390,2003472000,roman cath arch of bos,30-40 saint theresa ave,boston,02132,30  40 st theresa av,boston,02132,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105391,2003472000,roman cath arch of bos,20 pine lodge rd,boston,02132,30  40 st theresa av,boston,02132,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105393,2202496000,roman cath arch of bos,arlington st,boston,02135,arlington st,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105410,0303248000,roman cath arch of boston,2-10 sun court st,boston,02113,2 sun court st,boston,02113,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105421,1903940000,roman catholic arch bos,1031 canterbury st,boston,02131,1031 canterbury st,boston,02131,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105422,2003409000,roman catholic arch bos,2092 centre st,boston,02132,2092 centre st,boston,02132,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105425,2202497000,roman catholic arch boston,25 arlington st,boston,02135,leicester st,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105428,0304321000,ron ori manager,103-107 south st,boston,02111,103  109 south st,boston,02111,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105430,1800255000,rosen stewart m trst,981-993 morton st,boston,02126,981  993 morton st,boston,02126,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105432,1904229000,roslindale congregational  church,25 cummins hwy,boston,02131,25 cummins hw,boston,02131,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105498,2009227000,roxbury storage llc,99 rivermoor st,boston,02132,99 rivermoor st,boston,02132,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105520,2101546000,royce road ljs llc mass llc,11 royce rd,boston,02134,11 royce rd,boston,02134,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105522,2204661000,rpz property land trust llc mass llc,530 washington st,boston,02135,530 washington st,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105528,0503753000,rref ii kenmore lessor ii llc,533 commonwealth av,boston,02215,533 commonwealth av,boston,02215,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105529,0503756000,rref ii kenmore lessor ii llc,541 commonwealth ave,boston,02215,541 commonwealth av,boston,02215,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105538,1000223000,rth coop housing llc,30 francis st,boston,02115,30 francis st,boston,02115,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105566,2100196000,ruggles st baptist church,874-880 beacon st,boston,02215,874 beacon st,boston,02215,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105583,2102114000,s & s condo tr,69-75 strathmore rd,boston,02135,69  75 strathmore rd,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105585,1801130000,s-1595 blue hill avenue  realty trust,1613-1615 blue hill ave,boston,02126,1595  1609 blue hill av,boston,02126,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105586,1301746000,s-519 columbia road realty trust,519-531 columbia rd,boston,02125,519  531 columbia rd,boston,02125,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105591,1404403000,s-warren blue realty trust,995 blue hill ave,boston,02124,995 blue hill av,boston,02124,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105594,2100038000,sabetfard alfred trsts,105-105a peterborough st,boston,02215,105 105a peterborough st,boston,02215,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105595,2100043000,sabetfard alfred trsts,133 peterborough st,boston,02215,133 peterborough st,boston,02215,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105597,0100955000,salesian society inc,150 byron st,boston,02128,150 byron st,boston,02128,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105598,0100955000,salesian society inc,635 bennington st,boston,02128,150 byron st,boston,02128,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105600,0800090010,salvation army of mass inc,650 dudley st,boston,02122,650 dudley st,boston,02122,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105603,2100639000,sanieoff khosro,145-155 brighton ave,boston,02134,145  155 brighton av,boston,02134,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105607,2204903000,sanieoff syroos ts,378-380 washington st,boston,02135,380  378 washington st,boston,02135,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105628,0700277000,sbdsp llc,40-42 d st,boston,02127,135 old colony av,boston,02127,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105643,0302897000,sears crescent building llc,100 city hall plz,boston,02108,38  66 cornhill st,boston,02108,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105644,1901398000,seaverns and brown nominee  trust,2-6 brown ter,boston,02130,2  6 brown te,boston,02130,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105646,1700698000,second church in dorchester,44 moultrie st,boston,02124,44 moultrie st,boston,02124,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105648,1405198900,second olmsted green condominium trust,591 morton st,boston,02126,591 morton st,boston,02126,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105653,2100965000,seligman marilyn m trsts,10 radcliffe rd,boston,02134,14  6 radcliffe rd,boston,02134,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105657,0202974000,senior citizens housing,100 ferrin st,boston,02129,ferrin st,boston,02129,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105667,0801599000,seven 01-703 massachusetts,701-703 massachusetts ave,boston,02118,701  703 massachusetts av,boston,02118,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105675,0801028004,seven 25 gold st storage,23 bradston st,boston,02118,23 bradston st,boston,02118,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105682,0603801010,seven-70 -774 east third st,770-774 e third st,boston,02127,770  774 e third st,boston,02127,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105685,0603517000,seven10 broadway llc,710 e broadway,boston,02127,710 r e broadway,boston,02127,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,A reassessment request of building size has been made with the Boston Assessing Department. BERDO coverage is dependent upon the outcome of this reassessment request. ,
105686,0603517000,seven10 broadway llc,720 e broadway,boston,02127,710 r e broadway,boston,02127,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105687,0304747000,seventeen - 33 winter st llc a mass llc,25-29 winter st,boston,02108,29  25 winter st,boston,02108,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105691,0502061000,seventy 4-78 phillips,74-78 phillips st,boston,02114,78  74 phillips st,boston,02114,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105698,0504255000,seventy-3 park llc mass llc,73 park dr,boston,02215,73 park dr,boston,02215,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105701,1602814000,seventy-9 florida st condo,79 florida st,boston,02124,79 florida st,boston,02124,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105704,0602789000,shaughnessy & ahern co,315-331 c st,boston,02127,325 c st,boston,02127,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105705,0602784000,shaughnessy real est llc mass llc,346 d st,boston,02127,346 d st,boston,02127,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105706,0902465010,shawmut estates,758-784 shawmut ave,boston,02119,758  782 shawmut av,boston,02119,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105707,1600006000,sheinkopf steven ts,296 freeport st,boston,02122,296  290 freeport st,boston,02122,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105709,0103201000,sheridan heights condo tr,200 trenton st,boston,02128,1 prescott st,boston,02128,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105764,1902456000,showa boston institute,420 pond st,boston,02130,420  414 pond st,boston,02130,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105765,1902456000,showa boston institute,414 pond st,boston,02130,420  414 pond st,boston,02130,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105766,1902456000,showa boston institute,416 pond st,boston,02130,420  414 pond st,boston,02130,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105767,1902456000,showa boston institute,418 pond st,boston,02130,420  414 pond st,boston,02130,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105777,1901393000,silver harriet k trst,684-702 centre st,boston,02130,702  686 centre st,boston,02130,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105778,0302303010,simboli anthony c trustee,21 n bennet st,boston,02113,21 n bennet st,boston,02113,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105797,0501341000,simon gary b trst,277-281 dartmouth st,boston,02116,147 newbury st,boston,02116,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105799,0700253000,six 68 enterprises llc mass llc,38-48 damrell st,boston,02127,48  38 damrell st,boston,02127,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105802,0603455000,six- 55 condominium trust,653-659 e second st,boston,02127,653  659 e second st,boston,02127,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105804,0603614010,six-37 east first st condo,637 e first st,boston,02127,637 e first st,boston,02127,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105806,0801592000,six-91 residences condo tr,691-697r massachusetts ave,boston,02118,687  697 massachusetts av,boston,02118,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105813,0202150000,sixty 6 r cambridge st llc,66r cambridge st,boston,02129,60  66 cambridge st,boston,02129,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105814,0105412001,sixty border street llc,60-84 border st,boston,02128,60 border st,boston,02128,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
105817,0502892000,sixty five commonwealth ave,65 commonwealth ave,boston,02116,65 commonwealth av,boston,02116,,,,,,,,,,,,,,,,,,,,,,not verified,0 - not claimed,,,,,,,,,
